STT,Mã Tỉnh/TP,Tên Tỉnh/TP,Mã Quận/Huyện,Tên Quận/Huyện,Mã Trường,Tên Trường,Địa Chỉ,Khu Vực,Trường DTNT
3396,30,Hà Tĩnh,03,Huyện Hương Sơn (trước 04/6/2021 có xã ĐBKK),028,THPT Lý Chính Thắng (trước 04/6/2021),"Xã An Hòa Thịnh, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV1,
3397,30,Hà Tĩnh,03,Huyện Hương Sơn (trước 04/6/2021 có xã ĐBKK),029,THPT Cao Thắng (trước 04/6/2021),"Xã Sơn Tây, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV1,
3398,30,Hà Tĩnh,03,Huyện Hương Sơn (trước 04/6/2021 có xã ĐBKK),085,Trung tâm DN-HN và GDTX Hương Sơn,"Thị trấn Phố Châu, Huyện Hương Sơn, Tỉnh Hà Tĩnh",KV1,
3399,30,Hà Tĩnh,04,Huyện Đức Thọ (trước 20/6/2017 có xã ĐBKK),030,Trung tâm GDNN - GDTX Đức Thọ (trước 20/6/2017),Thôn Châu Lĩnh - Xã Tùng Ảnh - Huyện Đức Thọ - Tỉnh Hà Tĩnh.,KV2-NT,
3400,30,Hà Tĩnh,04,Huyện Đức Thọ (trước 20/6/2017 có xã ĐBKK),031,THPT Lê Hồng Phong (trước 20/6/2017),"Xã Bùi La Nhân, Huyện Đức Thọ, Tinh Hà Tĩnh",KV2-NT,
3401,30,Hà Tĩnh,04,Huyện Đức Thọ (trước 20/6/2017 có xã ĐBKK),032,THPT Nguyễn Thị Minh Khai (trước 20/6/2017),"Thị trấn Đức Thọ, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV2-NT,
3402,30,Hà Tĩnh,04,Huyện Đức Thọ (trước 20/6/2017 có xã ĐBKK),033,THPT Trần Phú (trước 20/6/2017),"Xã Lâm Trung Thủy, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV2-NT,
3403,30,Hà Tĩnh,04,Huyện Đức Thọ (trước 20/6/2017 có xã ĐBKK),034,THPT Đức Thọ (trước 20/6/2017),"Xã Đức Lạng, Huyện Đức Thọ, Tỉnh Hà Tĩnh",KV1,
3404,30,Hà Tĩnh,04,Huyện Đức Thọ (trước 20/6/2017 có xã ĐBKK),084,Trung tâm DN-HN và GDTX Đức Thọ,Thôn Châu Lĩnh - Xã Tùng Ảnh - Huyện Đức Thọ - Tỉnh Hà Tĩnh.,KV2-NT,
3405,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),037,Trung tâm GDNN - GDTX Nghi Xuân (từ 02/2018 đến 31/12/2018),"Xã Xuân Giang, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3406,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),038,THPT Nguyễn Du (trước 01/01/2019),"Thị trấn Tiên Điền, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3407,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),039,THPT Nguyễn Công Trứ (trước 01/01/2019),"Khối 5, Thị trấn Xuân An, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3408,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),050,THPT Nghi Xuân (từ năm 2010 đến 24/5/2018),"Xã Cổ Đạm, huyện Nghi Xuân, tỉnh Hà Tĩnh",KV1,
3409,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),064,THPT Bán công Nghi Xuân (trước năm 2010),"Xã Xuân Giang, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3410,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),067,THPT Nghi Xuân (từ 25/5/2018 đến 31/12/2018),"Xã Cổ Đạm, huyện Nghi Xuân, tỉnh Hà Tĩnh",KV2-NT,
3411,30,Hà Tĩnh,05,Huyện Nghi Xuân (trước 01/01/2019 có xã ĐBKK),083,Trung tâm DN-HN và GDTX Nghi Xuân (trước 02/2018),"Xã Xuân Giang, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
3412,30,Hà Tĩnh,06,Huyện Can Lộc (trước 20/6/2017 có xã ĐBKK),015,Trung tâm GDNN - GDTX Can Lộc (trước 20/6/2017),"Số 122, đường Nguyễn Thiếp, Thị trấn Nghèn, huyện Can Lộc, tỉnh Hà Tĩnh",KV2-NT,
3413,30,Hà Tĩnh,06,Huyện Can Lộc (trước 20/6/2017 có xã ĐBKK),016,THPT Can Lộc (trước 20/6/2017),"Xã Kim Song Trường, Huyện Can Lộc, Tỉnh Hà Tĩnh",KV2-NT,
3414,30,Hà Tĩnh,06,Huyện Can Lộc (trước 20/6/2017 có xã ĐBKK),017,THPT Đồng Lộc (trước 20/6/2017),"Xã Đồng Lộc, Huyện Can Lộc, Tĩnh Hà Tĩnh",KV2-NT,
3415,30,Hà Tĩnh,06,Huyện Can Lộc (trước 20/6/2017 có xã ĐBKK),018,THPT Nghèn (trước 20/6/2017),"Số 78, Đường Nguyễn Thiếp, Thị trấn Nghèn, Huyện Can Lộc, Tỉnh Hà Tĩnh",KV2-NT,
3416,30,Hà Tĩnh,06,Huyện Can Lộc (trước 20/6/2017 có xã ĐBKK),042,THPT Dân lập Can Lộc (trước 20/6/2017),"Khối 6A, đường Nguyễn Thiếp, Thị trấn Nghèn, Huyện Can Lộc, Tĩnh Hà Tĩnh",KV2-NT,
3417,30,Hà Tĩnh,06,Huyện Can Lộc (trước 20/6/2017 có xã ĐBKK),080,Trung tâm DN-HN và GDTX Can Lộc,"Số 122, đường Nguyễn Thiếp, Thị trấn Nghèn, huyện Can Lộc, tỉnh Hà Tĩnh",KV2-NT,
3418,30,Hà Tĩnh,07,Huyện Hương Khê,020,Trung tâm GDNN - GDTX Hương Khê (trước 04/6/2021),"Xã Hương Bình, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV1,
3419,30,Hà Tĩnh,07,Huyện Hương Khê,021,THPT Hương Khê (trước 04/6/2021),"Số 344, đường Trần Phú, Thị trấn Hương Khê, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV1,
3420,30,Hà Tĩnh,07,Huyện Hương Khê,022,THPT Hàm Nghi (trước 04/6/2021),"Xóm 4, Xã Phúc Đồng, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV1,
3421,30,Hà Tĩnh,07,Huyện Hương Khê,023,THPT Phúc Trạch (trước 04/6/2021),"Xã Phúc Trạch, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV1,
3422,30,Hà Tĩnh,07,Huyện Hương Khê,055,THPT Gia Phố,"Xóm 8, Xã Gia Phố, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV1,
3423,30,Hà Tĩnh,07,Huyện Hương Khê,063,THCS và THPT Dân tộc nội trú Hà Tĩnh (trước 04/6/2021),"Số 348 đường Trần Phú, Thị trấn Hương Khê, Hà Tĩnh",KV1,DTNT
3424,30,Hà Tĩnh,07,Huyện Hương Khê,086,Trung tâm DN-HN và GDTX Hương Khê,"Xã Hương Bình, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV1,
3425,30,Hà Tĩnh,07,Huyện Hương Khê,135,Trung tâm GDNN - GDTX Hương Khê (từ 04/6/2021),"Thị trấn Hương Khê, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV2-NT,
3426,30,Hà Tĩnh,07,Huyện Hương Khê,136,THPT Hương Khê (từ 04/6/2021),"Số 344, đường Trần Phú, Thị trấn Hương Khê, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV2-NT,
3427,30,Hà Tĩnh,07,Huyện Hương Khê,137,THPT Hàm Nghi (từ 04/6/2021),"Xóm 4, Xã Phúc Đồng, Huyện Hương Khê, Tỉnh Hà Tĩnh",KV2-NT,
3428,30,Hà Tĩnh,07,Huyện Hương Khê,138,THPT Phúc Trạch (từ 04/6/2021),"Xóm 11, xã Phúc Trạch, huyện Hương Khê, tỉnh Hà Tĩnh",KV2-NT,
3429,30,Hà Tĩnh,07,Huyện Hương Khê,139,THCS và THPT Dân tộc nội trú Hà Tĩnh (từ 04/6/2021),"Số 348 đường Trần Phú, Thị trấn Hương Khê, Hà Tĩnh",KV2-NT,DTNT
3430,30,Hà Tĩnh,08,Huyện Thạch Hà (trước 01/01//2021 có xã ĐBKK),012,Trung tâm GDNN - GDTX Thạch Hà (từ 02/2018 đến 01/01/2021),"Tổ dân phố 9, Thị trấn Thạch Hà, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3431,30,Hà Tĩnh,08,Huyện Thạch Hà (trước 01/01//2021 có xã ĐBKK),013,THPT Lý Tự Trọng (trước 01/01/2021),"Tổ dân phố 9 Thị trấn Thạch Hà, huyện Thạch Hà, tỉnh Hà Tĩnh",KV2-NT,
3432,30,Hà Tĩnh,08,Huyện Thạch Hà (trước 01/01//2021 có xã ĐBKK),014,THPT Nguyễn Trung Thiên (trước 01/01/2021),"Xã Thạch Khê, Huyện Thạch Hà, Tĩnh Hà Tĩnh",KV2-NT,
3433,30,Hà Tĩnh,08,Huyện Thạch Hà (trước 01/01//2021 có xã ĐBKK),041,THPT Lê Quý Đôn (trước 01/01/2021),"Xã Thạch Đài, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3434,30,Hà Tĩnh,08,Huyện Thạch Hà (trước 01/01//2021 có xã ĐBKK),049,THPT Mai Kính,"Xã Việt Xuyên, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3435,30,Hà Tĩnh,08,Huyện Thạch Hà (trước 01/01//2021 có xã ĐBKK),079,Trung tâm DN-HN và GDTX Thạch Hà (trước 02/2018),"Tổ dân phố 9, Thị trấn Thạch Hà, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3436,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),005,Trung tâm GDNN - GDTX Cẩm Xuyên (từ 02/2018 đến 03/6/2021),"Xã Cẩm Quan, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV1,
3437,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),006,THPT Cẩm Xuyên (trước 04/6/2021),"Xã Nam Phúc Thăng, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3438,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),007,THPT Cẩm Bình (trước 04/6/2021),"Thôn Tân An, Xã Cẩm Bình, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3439,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),008,THPT Hà Huy Tập (trước 04/6/2021),"Xã Cẩm Sơn, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV1,
3440,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),043,THPT Phan Đình Giót (trước 04/6/2021),"Tổ dân phố 16, Thị trấn Cẩm Xuyên, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3441,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),053,THPT Nguyễn Đình Liễn (từ 2015 đến 2018),"Xã Cẩm Dương, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV1,
3442,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),068,THPT Nguyễn Đình Liễn (từ năm 2019 đến 03/6/2021),"Xã Cẩm Dương, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3443,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),071,THPT Nguyễn Đình Liễn (trước 2015),"Xã Cẩm Huy, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3444,30,Hà Tĩnh,09,Huyện Cẩm Xuyên (trước 04/06/2021 có xã ĐBKK),078,Trung tâm DN-HN và GDTX Cẩm Xuyên (trước 02/2018),"Xã Cẩm Quan, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV1,
3445,30,Hà Tĩnh,10,Huyện Kỳ Anh (trước 04/6/2021 có xã ĐBKK),003,THPT Nguyễn Huệ (trước 04/6/2021),"Xã Kỳ Phong, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV1,
3446,30,Hà Tĩnh,10,Huyện Kỳ Anh (trước 04/6/2021 có xã ĐBKK),004,THPT Kỳ Lâm (trước 04/6/2021),"Xã Lâm Hợp, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV1,
3447,30,Hà Tĩnh,10,Huyện Kỳ Anh (trước 04/6/2021 có xã ĐBKK),044,THPT Nguyễn Thị Bích Châu (trước 04/6/2021),"Xã Kỳ Thư, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV2-NT,
3448,30,Hà Tĩnh,11,Huyện Vũ Quang (trước 04/6/2021 có xã ĐBKK),046,THPT Vũ Quang (trước 04/6/2021),"Tổ dân phố 4, Thị trấn Vũ Quang, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV1,
3449,30,Hà Tĩnh,11,Huyện Vũ Quang (trước 04/6/2021 có xã ĐBKK),047,Trung tâm GDNN - GDTX Vũ Quang (trước 04/6/2021),"Thị trấn Vũ Quang, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV1,
3450,30,Hà Tĩnh,11,Huyện Vũ Quang (trước 04/6/2021 có xã ĐBKK),056,THPT Cù Huy Cận (trước 04/6/2021),"Xã Đức Lĩnh, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV1,
3451,30,Hà Tĩnh,11,Huyện Vũ Quang (trước 04/6/2021 có xã ĐBKK),087,Trung tâm DN-HN và GDTX Vũ Quang,"Thị trấn Vũ Quang, Huyện Vũ Quang, Tỉnh Hà Tĩnh",KV1,
3452,30,Hà Tĩnh,12,Huyện Lộc Hà (trước 01/01/2020 có xã ĐBKK),019,THPT Nguyễn Văn Trỗi (trước 01/01/2020),"Xóm Bắc Sơn, Xã Phù Lưu, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3453,30,Hà Tĩnh,12,Huyện Lộc Hà (trước 01/01/2020 có xã ĐBKK),045,THPT Mai Thúc Loan (trước 01/01/2020),"Xã Thạch Châu, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3454,30,Hà Tĩnh,12,Huyện Lộc Hà (trước 01/01/2020 có xã ĐBKK),048,THPT Nguyễn Đổng Chi (trước 01/01/2020),"Xã ích Hậu, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3455,30,Hà Tĩnh,12,Huyện Lộc Hà (trước 01/01/2020 có xã ĐBKK),062,Trung tâm GDNN - GDTX Lộc Hà (trước 01/01/2020),"Thị trấn Lộc Hà, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3456,30,Hà Tĩnh,12,Huyện Lộc Hà (trước 01/01/2020 có xã ĐBKK),081,Trung tâm DN-HN và GDTX Lộc Hà (từ 25/1/2017 đến 01/01/2020),"Xã Thạch Bằng, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV1,
3457,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),001,Trung tâm GDNN - GDTX Kỳ Anh (từ 02/2018 đến 03/6/2021),"Phường Hưng Trí, Thị xã Kỳ Anh, Tỉnh Hà Tĩnh",KV2,
3458,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),002,THPT Kỳ Anh (từ năm 2015 đến 03/6/2021),Phường Hưng Trí - Thị Xã Kỳ Anh - Hà Tĩnh,KV2,
3459,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),054,THPT Lê Quảng Chí (từ năm 2015 đến 03/6/2021),"Số 62, đường Lê Văn Thiêm, phường Kỳ Long, Thị xã Kỳ Anh, tỉnh Hà Tĩnh",KV2,
3460,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),065,Cao đẳng Công nghệ Hà Tĩnh (cơ sở 2- từ 5/2017 đến 03/6/2021),"Km 571, Quốc lộ 1A – Phường Kỳ Trinh – Thị xã Kỳ Anh - Hà Tĩnh .",KV2,
3461,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),072,THPT Lê Quảng Chí (trước 2015),"Phường Kỳ Long, Thị xã Kỳ Anh, Tỉnh Hà Tĩnh",KV2-NT,
3462,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),073,THPT Kỳ Anh (trước 2015),"Thị trấn Kỳ Anh, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV2-NT,
3463,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),074,Trung tâm DN-HN và GDTX Kỳ Anh (trước 2015),"Thị trấn Kỳ Anh, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV2-NT,
3464,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),076,Cao đẳng Nghề công nghệ Hà Tĩnh (cơ sở 2; trước 5/2017),"Km 571, Quốc lộ 1A – Phường Kỳ Trinh – Thị xã Kỳ Anh - Hà Tĩnh .",KV1,
3465,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),077,Trung tâm DN-HN và GDTX Kỳ Anh (từ năm 2015 đến 31/01/2018),"Phường Hưng Trí, Thị xã Kỳ Anh, Tỉnh Hà Tĩnh",KV2,
3466,30,Hà Tĩnh,13,Thị xã Kỳ Anh (trước 04/6/2021 có xã ĐBKK),089,Trung tâm GDNN - GDTX Kỳ Anh (CĐCN-CS2; trước 04/6/2021),"Ngõ 396 đường Lê Thánh Tông, Phường Kỳ Trinh – Thị xã Kỳ Anh - tỉnh Hà Tĩnh .",KV2,
3467,30,Hà Tĩnh,14,Thị xã Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),092,Trung tâm GDNN - GDTX Kỳ Anh (từ 04/6/2021),"Phường Hưng Trí, Thị xã Kỳ Anh, Tỉnh Hà Tĩnh",KV2,
3468,30,Hà Tĩnh,14,Thị xã Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),093,Trung tâm GDNN - GDTX Kỳ Anh (CĐCN-CS2; từ 04/6/2021),"Ngõ 396 đường Lê Thánh Tông, Phường Kỳ Trinh – Thị xã Kỳ Anh - tỉnh Hà Tĩnh .",KV2,
3469,30,Hà Tĩnh,14,Thị xã Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),094,THPT Kỳ Anh (từ 04/6/2021),"Số 80, đường Lê Quảng Ý, Phường Hưng Trí - Thị xã Kỳ Anh - Hà Tĩnh",KV2,
3470,30,Hà Tĩnh,14,Thị xã Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),095,THPT Lê Quảng Chí (từ 04/6/2021),"Số 62, đường Lê Văn Thiêm, phường Kỳ Long, Thị xã Kỳ Anh, tỉnh Hà Tĩnh",KV2,
3471,30,Hà Tĩnh,14,Thị xã Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),157,Trung tâm GDNN-GDTX Kỳ Anh (TCKTTTKA),"Phường Hưng Trí, Thị xã Kỳ Anh, tỉnh Hà Tĩnh",KV2,
3472,30,Hà Tĩnh,15,Huyện Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),096,THPT Nguyễn Thị Bích Châu (từ 04/6/2021),"Xã Kỳ Thư, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV2-NT,
3473,30,Hà Tĩnh,15,Huyện Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),097,THPT Kỳ Lâm (từ 04/6/2021),"Xã Lâm Hợp, huyện Kỳ Anh, tỉnh Hà Tĩnh",KV2-NT,
3474,30,Hà Tĩnh,15,Huyện Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),098,THPT Nguyễn Huệ (từ 04/6/2021),"Xã Kỳ Phong, Huyện Kỳ Anh, Tỉnh Hà Tĩnh",KV2-NT,
3475,30,Hà Tĩnh,15,Huyện Kỳ Anh (từ 04/6/2021 không còn xã ĐBKK),146,Trung tâm GDTX tỉnh Hà Tĩnh (TCN2),"Thôn Tân Giang, xã Kỳ Giang, huyện Kỳ Anh, tỉnh Hà Tĩnh",KV2-NT,
3476,30,Hà Tĩnh,16,Huyện Cẩm Xuyên (từ 04/06/2021 không còn xã ĐBKK),099,Trung tâm GDNN - GDTX Cẩm Xuyên (từ 04/6/2021),"Xã Cẩm Quan, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3477,30,Hà Tĩnh,16,Huyện Cẩm Xuyên (từ 04/06/2021 không còn xã ĐBKK),100,THPT Cẩm Xuyên (từ 04/6/2021),"Xã Nam Phúc Thăng, huyện Cẩm Xuyên, tỉnh Hà Tĩnh",KV2-NT,
3478,30,Hà Tĩnh,16,Huyện Cẩm Xuyên (từ 04/06/2021 không còn xã ĐBKK),101,THPT Cẩm Bình (từ 04/6/2021 đến 31/12/2024),"Thôn Tân An, Xã Cẩm Bình, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3479,30,Hà Tĩnh,16,Huyện Cẩm Xuyên (từ 04/06/2021 không còn xã ĐBKK),102,THPT Hà Huy Tập (từ 04/6/2021),"Xã Cẩm Sơn, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3480,30,Hà Tĩnh,16,Huyện Cẩm Xuyên (từ 04/06/2021 không còn xã ĐBKK),103,THPT Nguyễn Đình Liễn (từ 04/6/2021),"Xã Cẩm Dương, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3481,30,Hà Tĩnh,16,Huyện Cẩm Xuyên (từ 04/06/2021 không còn xã ĐBKK),104,THPT Phan Đình Giót (từ 04/6/2021),"Tổ dân phố 16, Thị trấn Cẩm Xuyên, Huyện Cẩm Xuyên, Tỉnh Hà Tĩnh",KV2-NT,
3482,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),105,"Trung tâm GDNN - GDTX Thạch Hà (Cơ sở 1, từ 01/01/2021)","Tổ dân phố 9, Thị trấn Thạch Hà, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3483,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),106,THPT Lý Tự Trọng (từ 01/01/2021),"Tổ dân phố 9 Thị trấn Thạch Hà, huyện Thạch Hà, tỉnh Hà Tĩnh",KV2-NT,
3484,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),107,THPT Nguyễn Trung Thiên (từ 01/01/2021 đến 31/12/2024),"Xã Thạch Khê, Huyện Thạch Hà, Tĩnh Hà Tĩnh",KV2-NT,
3485,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),108,THPT Lê Quý Đôn (từ 01/01/2021 đến 31/12/2024),"Xã Thạch Đài, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3486,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),153,THPT Nguyễn Đổng Chi (từ 01/01/2025),"Xã Ích Hậu, huyện Thạch Hà, tỉnh Hà Tĩnh",KV2-NT,
3487,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),154,THPT Nguyễn Văn Trỗi (từ 01/01/2025),"Xã Phù Lưu, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3488,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),155,THPT Mai Thúc Loan (từ 01/01/2025),"Xã Thạch Châu, Huyện Thạch Hà, Tỉnh Hà Tĩnh",KV2-NT,
3489,30,Hà Tĩnh,17,Huyện Thạch Hà (từ 01/01/2021 không còn xã ĐBKK),156,Trung tâm GDNN - GDTX Thạch Hà (cơ sở 2),"Thị trấn Lộc Hà, huyện Thạch Hà, tỉnh Hà Tĩnh",KV2-NT,
3490,30,Hà Tĩnh,18,Huyện Can Lộc (từ 20/6/2017 không còn xã ĐBKK),109,Trung tâm GDNN - GDTX Can Lộc (từ 20/6/2017),"Số 122, đường Nguyễn Thiếp, Thị trấn Nghèn, huyện Can Lộc, tỉnh Hà Tĩnh",KV2-NT,
3491,30,Hà Tĩnh,18,Huyện Can Lộc (từ 20/6/2017 không còn xã ĐBKK),110,THPT Nghèn (từ 20/6/2017),"Số 78, Đường Nguyễn Thiếp, Thị trấn Nghèn, Huyện Can Lộc, Tỉnh Hà Tĩnh",KV2-NT,
3492,30,Hà Tĩnh,18,Huyện Can Lộc (từ 20/6/2017 không còn xã ĐBKK),111,THPT Can Lộc (từ 20/6/2017),"Xã Kim Song Trường, Huyện Can Lộc, Tỉnh Hà Tĩnh",KV2-NT,
3493,30,Hà Tĩnh,18,Huyện Can Lộc (từ 20/6/2017 không còn xã ĐBKK),112,THPT Đồng Lộc (từ 20/6/2017),"Thị trấn Đồng Lộc, Huyện Can Lộc, Tĩnh Hà Tĩnh",KV2-NT,
3494,30,Hà Tĩnh,18,Huyện Can Lộc (từ 20/6/2017 không còn xã ĐBKK),145,THPT Dân lập Can Lộc (từ 20/6/2017),"Khối 6A, đường Nguyễn Thiếp, Thị trấn Nghèn, Huyện Can Lộc, Tĩnh Hà Tĩnh",KV2-NT,
3495,30,Hà Tĩnh,18,Huyện Can Lộc (từ 20/6/2017 không còn xã ĐBKK),147,Trung tâm GDNN-GDTX Can Lộc (TCN_LTT),"Xã Thiên Lộc, huyện Can Lộc, tỉnh Hà Tĩnh",KV2-NT,
3496,30,Hà Tĩnh,20,Huyện Lộc Hà (từ 01/01/2020 đến 31/12/2024),114,Trung tâm GDNN - GDTX Lộc Hà (từ 01/01/2020 đến 31/12/2024),"Thị trấn Lộc Hà, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3497,30,Hà Tĩnh,20,Huyện Lộc Hà (từ 01/01/2020 đến 31/12/2024),115,THPT Mai Thúc Loan (từ 01/01/2020 đến 31/12/2024),"Xã Thạch Châu, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3498,30,Hà Tĩnh,20,Huyện Lộc Hà (từ 01/01/2020 đến 31/12/2024),116,THPT Nguyễn Văn Trỗi (từ 01/01/2020 đến 31/12/2024),"Xóm Bắc Sơn, Xã Phù Lưu, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3499,30,Hà Tĩnh,20,Huyện Lộc Hà (từ 01/01/2020 đến 31/12/2024),117,THPT Nguyễn Đổng Chi(từ 01/01/2020 đến 31/12/2024),"Xã ích Hậu, Huyện Lộc Hà, Tỉnh Hà Tĩnh",KV2-NT,
3500,30,Hà Tĩnh,22,Huyện Nghi Xuân (từ 01/01/2019 không còn xã ĐBKK),118,Trung tâm GDNN - GDTX Nghi Xuân (từ 01/01/2019),"Xã Xuân Giang, Huyện Nghi Xuân, Tỉnh Hà Tĩnh",KV2-NT,
